Fold,MSE Loss,MAE Loss
0,0.5185481737723503,3.5623254776000977
1,0.8167431788263794,3.663968324661255
2,0.5354592968788509,3.5011677742004395
3,0.5597508275474126,3.6194422245025635
4,0.5547174967065149,3.7375314235687256
