Fold,MSE Loss,MAE Loss
0,0.1659309825466256,4.035641193389893
1,0.3565441314054995,4.009052753448486
2,0.46635443849744324,3.769752264022827
3,0.348674993560196,3.87908673286438
4,0.34834001345815185,3.9476985931396484
