Fold,MSE Loss,MAE Loss
0,0.5964788631864609,2.533618688583374
1,0.6777403088769829,2.377159357070923
2,0.4400313299008083,2.3860232830047607
3,0.7748425111478688,2.314362049102783
4,0.6441887675325655,2.4941184520721436
