Fold,MSE Loss,MAE Loss
0,0.7392544567758766,0.8710254430770874
1,0.6925296759466388,0.8571173548698425
2,0.7291976199900791,0.8792266249656677
3,0.6451955712571436,0.882648766040802
4,0.7455466056877948,0.8759077787399292
