Fold,MSE Loss,MAE Loss
0,0.3615873702239712,0.4744715988636017
1,0.32375828718478755,0.45413798093795776
2,0.34300860263863386,0.4634057283401489
3,0.35829416665495656,0.4671099781990051
4,0.33627092725333946,0.46201446652412415
