Fold,MSE Loss,MAE Loss
0,0.3953142397083972,1.421174168586731
1,0.43512639457213287,1.4396605491638184
2,0.4256472832086135,1.464269757270813
3,0.4085845192041759,1.3850747346878052
4,0.451430819507243,1.425898551940918
