Fold,MSE Loss,MAE Loss
0,0.1434889629005343,1.3334846496582031
1,0.13887908177195069,1.3028217554092407
2,0.13848650026686338,1.3096401691436768
3,0.14440747750570057,1.3623898029327393
4,0.13667089748834382,1.3151607513427734
