Fold,MSE Loss,MAE Loss
0,0.40669817749856163,0.6187602281570435
1,0.3799440687060704,0.6073365807533264
2,0.36889142864994684,0.5956956148147583
3,0.3733442104418841,0.6005507707595825
4,0.38065450532095774,0.5995851755142212
