Fold,MSE Loss,MAE Loss
0,0.5939623451441439,0.5620882511138916
1,0.5754171325583499,0.5973649621009827
2,0.5121062778870497,0.5522078275680542
3,0.5934996359202327,0.5899947285652161
4,0.5862838113968296,0.5728260278701782
