Fold,MSE Loss,MAE Loss
0,0.5217208112989153,1.3758584260940552
1,0.5650495143221697,1.4915908575057983
2,0.5385488138602009,1.4471923112869263
3,0.5013262601009958,1.4124890565872192
4,0.5103619400509593,1.46892511844635
