Fold,MSE Loss,MAE Loss
0,0.638056106157275,1.2149993181228638
1,0.6514582827904482,1.2976926565170288
2,0.7107197121002932,1.2236292362213135
3,0.6458192429806678,1.2309200763702393
4,0.6955591493375795,1.2919491529464722
